z,H_z_kms_Mpc
5.120000000000004,577.65
5.1300000000000034,579.053
5.140000000000003,580.457
5.150000000000004,581.863
5.160000000000004,583.269
5.1700000000000035,584.677
5.180000000000003,586.086
5.190000000000003,587.496
5.200000000000004,588.908
5.2100000000000035,590.32
5.220000000000003,591.734
5.230000000000004,593.149
5.240000000000004,594.565
5.2500000000000036,595.982
5.260000000000003,597.4
5.270000000000003,598.819
5.280000000000004,600.24
5.290000000000004,601.662
5.300000000000003,603.085
5.310000000000004,604.509
5.320000000000004,605.934
5.330000000000004,607.361
5.340000000000003,608.788
5.350000000000003,610.217
5.360000000000004,611.647
5.370000000000004,613.078
5.3800000000000034,614.51
5.390000000000004,615.944
5.400000000000004,617.378
5.410000000000004,618.814
5.4200000000000035,620.25
5.430000000000003,621.688
5.440000000000004,623.127
5.450000000000004,624.568
5.4600000000000035,626.009
5.470000000000004,627.452
5.480000000000004,628.895
5.490000000000004,630.34
5.5000000000000036,631.786
5.510000000000003,633.233
5.520000000000004,634.681
5.530000000000004,636.131
5.540000000000004,637.581
5.550000000000004,639.033
5.560000000000004,640.486
5.570000000000004,641.939
5.580000000000004,643.394
5.590000000000003,644.851
5.600000000000004,646.308
5.610000000000004,647.766
5.620000000000004,649.226
5.630000000000004,650.687
5.640000000000004,652.148
5.650000000000004,653.611
5.660000000000004,655.075
5.6700000000000035,656.541
5.680000000000004,658.007
5.690000000000004,659.474
5.700000000000004,660.943
5.710000000000004,662.412
5.720000000000004,663.883
5.730000000000004,665.355
5.740000000000004,666.828
5.7500000000000036,668.302
5.760000000000004,669.778
5.770000000000004,671.254
5.780000000000004,672.731
5.7900000000000045,674.21
5.800000000000004,675.69
5.810000000000004,677.17
5.820000000000004,678.652
5.830000000000004,680.135
5.840000000000004,681.62
5.850000000000004,683.105
5.860000000000004,684.591
5.8700000000000045,686.079
5.880000000000004,687.567
5.890000000000004,689.057
5.900000000000004,690.548
5.910000000000004,692.039
5.920000000000004,693.532
5.930000000000004,695.026
5.940000000000004,696.522
5.950000000000005,698.018
5.960000000000004,699.515
5.970000000000004,701.014
5.980000000000004,702.513
5.990000000000004,704.014
6.000000000000004,705.516
6.010000000000004,707.019
6.020000000000004,708.522
6.030000000000005,710.028
6.0400000000000045,711.534
6.050000000000004,713.041
6.060000000000004,714.549
6.070000000000004,716.059
6.0800000000000045,717.569
6.090000000000004,719.081
6.100000000000004,720.593
6.110000000000005,722.107
6.1200000000000045,723.622
6.130000000000004,725.138
6.140000000000004,726.655
6.150000000000004,728.173
6.160000000000005,729.692
6.170000000000004,731.212
6.180000000000004,732.733
6.190000000000005,734.256
6.200000000000005,735.779
6.210000000000004,737.304
6.220000000000004,738.829
6.230000000000004,740.356
6.240000000000005,741.884
6.250000000000004,743.413
6.260000000000004,744.942
6.270000000000005,746.473
6.280000000000005,748.005
6.2900000000000045,749.539
6.300000000000004,751.073
6.310000000000004,752.608
6.320000000000005,754.144
6.3300000000000045,755.682
6.340000000000004,757.22
6.350000000000005,758.76
6.360000000000005,760.3
6.3700000000000045,761.842
6.380000000000004,763.385
6.390000000000004,764.928
6.400000000000005,766.473
6.410000000000005,768.019
6.420000000000004,769.566
6.430000000000005,771.114
6.440000000000005,772.663
6.450000000000005,774.213
6.460000000000004,775.765
6.470000000000004,777.317
6.480000000000005,778.87
6.490000000000005,780.425
6.500000000000004,781.98
6.510000000000005,783.536
6.520000000000005,785.094
6.530000000000005,786.652
6.5400000000000045,788.212
6.550000000000004,789.773
6.560000000000005,791.334
6.570000000000005,792.897
6.5800000000000045,794.461
6.590000000000005,796.026
6.600000000000005,797.592
6.610000000000005,799.159
6.6200000000000045,800.727
6.630000000000004,802.296
6.640000000000005,803.866
6.650000000000005,805.437
6.660000000000005,807.009
6.670000000000005,808.582
6.680000000000005,810.157
6.690000000000005,811.732
6.700000000000005,813.308
6.710000000000004,814.886
6.720000000000005,816.464
6.730000000000005,818.044
6.740000000000005,819.624
6.750000000000005,821.206
6.760000000000005,822.788
6.770000000000005,824.372
6.780000000000005,825.956
6.7900000000000045,827.542
6.800000000000005,829.129
6.810000000000005,830.716
6.820000000000005,832.305
6.830000000000005,833.895
6.840000000000005,835.486
6.850000000000005,837.078
6.860000000000005,838.671
6.8700000000000045,840.264
6.880000000000005,841.859
6.890000000000005,843.455
6.900000000000005,845.052
6.9100000000000055,846.65
6.920000000000005,848.249
6.930000000000005,849.849
6.940000000000005,851.45
6.950000000000005,853.052
6.960000000000005,854.656
6.970000000000005,856.26
6.980000000000005,857.865
6.9900000000000055,859.471
7.000000000000005,861.078
7.010000000000005,862.686
7.020000000000005,864.296
7.030000000000005,865.906
7.040000000000005,867.517
7.050000000000005,869.129
7.060000000000005,870.743
7.070000000000006,872.357
7.080000000000005,873.972
7.090000000000005,875.589
7.100000000000005,877.206
7.110000000000005,878.824
7.120000000000005,880.444
7.130000000000005,882.064
7.140000000000005,883.685
7.150000000000006,885.308
7.1600000000000055,886.931
7.170000000000005,888.555
7.180000000000005,890.181
7.190000000000005,891.807
7.2000000000000055,893.435
7.210000000000005,895.063
7.220000000000005,896.692
7.230000000000006,898.323
7.2400000000000055,899.954
7.250000000000005,901.587
7.260000000000005,903.22
7.270000000000005,904.855
7.280000000000006,906.49
7.290000000000005,908.126
7.300000000000005,909.764
7.310000000000006,911.402
7.320000000000006,913.042
7.330000000000005,914.682
7.340000000000005,916.324
7.350000000000005,917.966
7.360000000000006,919.609
7.370000000000005,921.254
7.380000000000005,922.899
7.390000000000006,924.546
7.400000000000006,926.193
7.4100000000000055,927.841
7.420000000000005,929.491
7.430000000000005,931.141
7.440000000000006,932.792
7.4500000000000055,934.445
7.460000000000005,936.098
7.470000000000006,937.752
7.480000000000006,939.408
7.4900000000000055,941.064
7.500000000000005,942.721
7.510000000000005,944.379
7.520000000000006,946.039
7.530000000000006,947.699
7.540000000000005,949.36
7.550000000000006,951.022
7.560000000000006,952.685
7.570000000000006,954.349
7.580000000000005,956.015
7.590000000000005,957.681
7.600000000000006,959.348
7.610000000000006,961.016
7.620000000000005,962.685
7.630000000000006,964.355
7.640000000000006,966.026
7.650000000000006,967.698
7.6600000000000055,969.371
7.670000000000005,971.045
7.680000000000006,972.72
7.690000000000006,974.396
7.7000000000000055,976.072
7.710000000000006,977.75
7.720000000000006,979.429
7.730000000000006,981.109
7.7400000000000055,982.79
7.750000000000005,984.471
7.760000000000006,986.154
7.770000000000006,987.838
7.780000000000006,989.522
7.790000000000006,991.208
7.800000000000006,992.894
7.810000000000006,994.582
7.820000000000006,996.271
7.830000000000005,997.96
7.840000000000006,999.65
7.850000000000006,1001.342
7.860000000000006,1003.034
7.870000000000006,1004.728
7.880000000000006,1006.422
7.890000000000006,1008.117
7.900000000000006,1009.813
7.9100000000000055,1011.51
7.920000000000006,1013.209
7.930000000000006,1014.908
7.940000000000006,1016.608
7.950000000000006,1018.309
7.960000000000006,1020.011
7.970000000000006,1021.714
7.980000000000006,1023.418
7.9900000000000055,1025.122
8.000000000000007,1026.828
8.010000000000007,1028.535
8.020000000000007,1030.243
8.030000000000006,1031.951
8.040000000000006,1033.661
8.050000000000006,1035.372
8.060000000000006,1037.083
8.070000000000006,1038.796
8.080000000000007,1040.509
8.090000000000007,1042.224
8.100000000000007,1043.939
8.110000000000007,1045.655
8.120000000000006,1047.372
8.130000000000006,1049.091
8.140000000000006,1050.81
8.150000000000006,1052.53
8.160000000000007,1054.251
8.170000000000007,1055.973
8.180000000000007,1057.696
8.190000000000007,1059.42
8.200000000000006,1061.145
8.210000000000006,1062.87
8.220000000000006,1064.597
8.230000000000006,1066.325
8.240000000000007,1068.053
8.250000000000007,1069.783
8.260000000000007,1071.513
8.270000000000007,1073.245
8.280000000000006,1074.977
8.290000000000006,1076.711
8.300000000000006,1078.445
8.310000000000006,1080.18
8.320000000000007,1081.916
8.330000000000007,1083.653
8.340000000000007,1085.391
8.350000000000007,1087.13
8.360000000000007,1088.87
8.370000000000006,1090.611
8.380000000000006,1092.353
8.390000000000006,1094.096
8.400000000000007,1095.839
8.410000000000007,1097.584
8.420000000000007,1099.329
8.430000000000007,1101.076
8.440000000000007,1102.823
8.450000000000006,1104.571
8.460000000000006,1106.321
8.470000000000006,1108.071
8.480000000000008,1109.822
8.490000000000007,1111.574
8.500000000000007,1113.327
8.510000000000007,1115.081
8.520000000000007,1116.836
8.530000000000006,1118.591
8.540000000000006,1120.348
8.550000000000006,1122.106
8.560000000000008,1123.864
8.570000000000007,1125.624
8.580000000000007,1127.384
8.590000000000007,1129.146
8.600000000000007,1130.908
8.610000000000007,1132.671
8.620000000000006,1134.435
8.630000000000006,1136.2
8.640000000000008,1137.966
8.650000000000007,1139.733
8.660000000000007,1141.501
8.670000000000007,1143.269
8.680000000000007,1145.039
8.690000000000007,1146.81
8.700000000000006,1148.581
8.710000000000006,1150.353
8.720000000000008,1152.127
8.730000000000008,1153.901
8.740000000000007,1155.676
8.750000000000007,1157.452
8.760000000000007,1159.229
8.770000000000007,1161.007
8.780000000000006,1162.786
8.790000000000006,1164.566
8.800000000000008,1166.346
8.810000000000008,1168.128
8.820000000000007,1169.91
8.830000000000007,1171.694
8.840000000000007,1173.478
8.850000000000007,1175.263
8.860000000000007,1177.049
8.870000000000006,1178.836
8.880000000000008,1180.624
8.890000000000008,1182.413
8.900000000000007,1184.203
8.910000000000007,1185.994
8.920000000000007,1187.785
8.930000000000007,1189.578
8.940000000000007,1191.371
8.950000000000006,1193.166
8.960000000000008,1194.961
8.970000000000008,1196.757
8.980000000000008,1198.554
8.990000000000007,1200.352
9.000000000000007,1202.151
9.010000000000007,1203.951
9.020000000000007,1205.751
9.030000000000006,1207.553
9.040000000000006,1209.355
9.050000000000006,1211.159
9.060000000000008,1212.963
9.070000000000007,1214.768
9.080000000000007,1216.574
9.090000000000007,1218.381
9.100000000000007,1220.189
9.110000000000007,1221.998
9.120000000000006,1223.808
9.130000000000008,1225.618
9.140000000000008,1227.43
9.150000000000007,1229.242
9.160000000000007,1231.055
9.170000000000007,1232.87
9.180000000000007,1234.685
9.190000000000007,1236.501
9.200000000000006,1238.318
9.210000000000006,1240.135
9.220000000000008,1241.954
9.230000000000008,1243.774
9.240000000000007,1245.594
9.250000000000007,1247.415
9.260000000000007,1249.238
9.270000000000007,1251.061
9.280000000000006,1252.885
9.290000000000008,1254.71
9.300000000000008,1256.536
9.310000000000008,1258.362
9.320000000000007,1260.19
9.330000000000007,1262.018
9.340000000000007,1263.848
9.350000000000007,1265.678
9.360000000000007,1267.509
9.370000000000006,1269.341
9.380000000000008,1271.174
9.390000000000008,1273.008
9.400000000000007,1274.843
9.410000000000007,1276.679
9.420000000000007,1278.515
9.430000000000007,1280.352
9.440000000000007,1282.191
9.450000000000008,1284.03
9.460000000000008,1285.87
9.470000000000008,1287.711
9.480000000000008,1289.553
9.490000000000007,1291.395
9.500000000000007,1293.239
9.510000000000007,1295.083
9.520000000000007,1296.929
9.530000000000006,1298.775
9.540000000000008,1300.622
9.550000000000008,1302.47
9.560000000000008,1304.319
9.570000000000007,1306.169
9.580000000000007,1308.019
9.590000000000007,1309.871
9.600000000000007,1311.723
9.610000000000008,1313.576
9.620000000000008,1315.431
9.630000000000008,1317.286
9.640000000000008,1319.141
9.650000000000007,1320.998
9.660000000000007,1322.856
9.670000000000007,1324.714
9.680000000000007,1326.574
9.690000000000007,1328.434
9.700000000000008,1330.295
9.710000000000008,1332.157
9.720000000000008,1334.02
9.730000000000008,1335.884
9.740000000000007,1337.749
9.750000000000007,1339.614
9.760000000000007,1341.481
9.770000000000008,1343.348
9.780000000000008,1345.216
9.790000000000008,1347.085
9.800000000000008,1348.955
9.810000000000008,1350.826
9.820000000000007,1352.697
9.830000000000007,1354.57
9.840000000000007,1356.443
9.850000000000007,1358.317
9.860000000000008,1360.192
9.870000000000008,1362.068
9.880000000000008,1363.945
9.890000000000008,1365.823
9.900000000000007,1367.702
9.910000000000007,1369.581
9.920000000000007,1371.461
9.930000000000009,1373.342
9.940000000000008,1375.225
9.950000000000008,1377.107
9.960000000000008,1378.991
9.970000000000008,1380.876
9.980000000000008,1382.761
9.990000000000007,1384.648
10.000000000000007,1386.535
10.1,1405.454
10.2,1424.46
10.299999999999999,1443.55
10.399999999999999,1462.726
10.499999999999998,1481.987
10.599999999999998,1501.331
10.699999999999998,1520.76
10.799999999999997,1540.272
10.899999999999997,1559.868
10.999999999999996,1579.546
11.099999999999996,1599.307
11.199999999999996,1619.149
11.299999999999995,1639.074
11.399999999999995,1659.08
11.499999999999995,1679.167
11.599999999999994,1699.335
11.699999999999994,1719.583
11.799999999999994,1739.912
11.899999999999993,1760.32
11.999999999999993,1780.808
12.099999999999993,1801.375
12.199999999999992,1822.021
12.299999999999992,1842.745
12.399999999999991,1863.548
12.499999999999991,1884.429
12.59999999999999,1905.387
12.69999999999999,1926.423
12.79999999999999,1947.536
12.89999999999999,1968.726
12.99999999999999,1989.992
13.099999999999989,2011.335
13.199999999999989,2032.753
13.299999999999988,2054.247
13.399999999999988,2075.817
13.499999999999988,2097.462
13.599999999999987,2119.182
13.699999999999987,2140.976
13.799999999999986,2162.845
13.899999999999986,2184.788
13.999999999999986,2206.805
14.099999999999985,2228.896
14.199999999999985,2251.06
14.299999999999985,2273.297
14.399999999999984,2295.607
14.499999999999984,2317.99
14.599999999999984,2340.445
14.699999999999983,2362.973
14.799999999999983,2385.572
14.899999999999983,2408.244
14.999999999999982,2430.986
15.099999999999982,2453.8
15.199999999999982,2476.685
15.299999999999981,2499.641
15.39999999999998,2522.668
15.49999999999998,2545.765
15.59999999999998,2568.932
15.69999999999998,2592.169
15.79999999999998,2615.476
15.899999999999979,2638.853
15.999999999999979,2662.298
16.09999999999998,2685.814
16.199999999999978,2709.397
16.299999999999976,2733.05
16.399999999999977,2756.771
16.49999999999998,2780.561
16.599999999999977,2804.419
16.699999999999974,2828.345
16.799999999999976,2852.338
16.899999999999977,2876.399
16.999999999999975,2900.527
17.099999999999973,2924.723
17.199999999999974,2948.986
17.299999999999976,2973.315
17.399999999999974,2997.711
17.49999999999997,3022.174
17.599999999999973,3046.703
17.699999999999974,3071.297
17.799999999999972,3095.958
17.89999999999997,3120.685
17.99999999999997,3145.477
18.099999999999973,3170.334
18.19999999999997,3195.257
18.29999999999997,3220.245
18.39999999999997,3245.298
18.49999999999997,3270.415
18.59999999999997,3295.597
18.699999999999967,3320.843
18.79999999999997,3346.154
18.89999999999997,3371.528
18.999999999999968,3396.967
19.099999999999966,3422.469
19.199999999999967,3448.035
19.29999999999997,3473.664
19.399999999999967,3499.356
19.499999999999964,3525.112
19.599999999999966,3550.93
19.699999999999967,3576.811
19.799999999999965,3602.755
19.899999999999963,3628.761
19.999999999999964,3654.83
20.099999999999966,3680.961
20.199999999999964,3707.154
20.29999999999996,3733.409
20.399999999999963,3759.725
20.499999999999964,3786.103
20.599999999999962,3812.543
20.69999999999996,3839.044
20.79999999999996,3865.606
20.899999999999963,3892.229
20.99999999999996,3918.913
21.09999999999996,3945.658
21.19999999999996,3972.463
21.29999999999996,3999.329
21.39999999999996,4026.255
21.499999999999957,4053.242
21.59999999999996,4080.288
21.69999999999996,4107.395
21.799999999999958,4134.561
21.899999999999956,4161.787
21.999999999999957,4189.072
22.09999999999996,4216.417
22.199999999999957,4243.821
22.299999999999955,4271.284
22.399999999999956,4298.807
22.499999999999957,4326.388
22.599999999999955,4354.028
22.699999999999953,4381.726
22.799999999999955,4409.484
22.899999999999956,4437.299
22.999999999999954,4465.173
23.09999999999995,4493.105
23.199999999999953,4521.095
23.299999999999955,4549.143
23.399999999999952,4577.249
23.49999999999995,4605.412
23.59999999999995,4633.633
23.699999999999953,4661.912
23.79999999999995,4690.247
23.89999999999995,4718.64
23.99999999999995,4747.09
24.09999999999995,4775.597
24.19999999999995,4804.161
24.299999999999947,4832.782
24.39999999999995,4861.459
24.49999999999995,4890.193
24.599999999999948,4918.983
24.699999999999946,4947.83
24.799999999999947,4976.733
24.89999999999995,5005.692
24.999999999999947,5034.706
25.099999999999945,5063.777
25.199999999999946,5092.904
25.299999999999947,5122.086
25.399999999999945,5151.323
25.499999999999943,5180.617
25.599999999999945,5209.965
25.699999999999946,5239.369
25.799999999999944,5268.828
25.89999999999994,5298.342
25.999999999999943,5327.91
26.099999999999945,5357.534
26.199999999999946,5387.212
26.29999999999994,5416.945
26.39999999999994,5446.733
26.499999999999943,5476.575
26.599999999999945,5506.471
26.69999999999994,5536.421
26.79999999999994,5566.426
26.89999999999994,5596.485
26.999999999999943,5626.597
27.099999999999937,5656.764
27.19999999999994,5686.984
27.29999999999994,5717.258
27.39999999999994,5747.585
27.499999999999936,5777.966
27.599999999999937,5808.4
27.69999999999994,5838.887
27.79999999999994,5869.428
27.899999999999935,5900.022
27.999999999999936,5930.668
28.099999999999937,5961.368
28.19999999999994,5992.12
28.299999999999933,6022.925
28.399999999999935,6053.783
28.499999999999936,6084.693
28.599999999999937,6115.656
28.699999999999932,6146.671
28.799999999999933,6177.738
28.899999999999935,6208.858
28.999999999999936,6240.029
29.09999999999993,6271.253
29.199999999999932,6302.529
29.299999999999933,6333.856
29.399999999999935,6365.235
29.49999999999993,6396.666
29.59999999999993,6428.148
29.699999999999932,6459.682
29.799999999999933,6491.267
29.899999999999928,6522.904
29.99999999999993,6554.592
30.09999999999993,6586.331
30.199999999999932,6618.121
30.299999999999926,6649.962
30.399999999999928,6681.854
30.49999999999993,6713.797
30.59999999999993,6745.791
30.699999999999925,6777.835
30.799999999999926,6809.93
30.899999999999928,6842.075
30.99999999999993,6874.271
31.099999999999923,6906.517
31.199999999999925,6938.814
31.299999999999926,6971.16
31.399999999999928,7003.557
31.499999999999922,7036.004
31.599999999999923,7068.501
31.699999999999925,7101.047
31.799999999999926,7133.644
31.89999999999992,7166.29
31.999999999999922,7198.986
32.09999999999992,7231.731
32.199999999999925,7264.526
32.29999999999992,7297.371
32.39999999999992,7330.264
32.49999999999992,7363.208
32.59999999999992,7396.2
32.69999999999992,7429.241
32.79999999999992,7462.332
32.89999999999992,7495.471
32.99999999999992,7528.66
33.099999999999916,7561.897
33.19999999999992,7595.183
33.29999999999992,7628.518
33.39999999999992,7661.901
33.499999999999915,7695.333
33.599999999999916,7728.813
33.69999999999992,7762.342
33.79999999999992,7795.919
33.89999999999991,7829.545
33.999999999999915,7863.219
34.099999999999916,7896.94
34.19999999999992,7930.71
34.29999999999991,7964.528
34.39999999999991,7998.394
34.499999999999915,8032.308
34.599999999999916,8066.27
34.69999999999991,8100.279
34.79999999999991,8134.336
34.89999999999991,8168.44
34.999999999999915,8202.593
35.09999999999991,8236.792
35.19999999999991,8271.039
35.29999999999991,8305.334
35.39999999999991,8339.675
35.49999999999991,8374.064
35.59999999999991,8408.5
35.69999999999991,8442.983
35.79999999999991,8477.513
35.899999999999906,8512.09
35.99999999999991,8546.714
36.09999999999991,8581.385
36.19999999999991,8616.102
36.299999999999905,8650.867
36.399999999999906,8685.678
36.49999999999991,8720.535
36.59999999999991,8755.439
36.6999999999999,8790.389
36.799999999999905,8825.386
36.899999999999906,8860.429
36.99999999999991,8895.519
37.0999999999999,8930.654
37.1999999999999,8965.836
37.299999999999905,9001.064
37.399999999999906,9036.338
37.4999999999999,9071.657
37.5999999999999,9107.023
37.6999999999999,9142.435
37.799999999999905,9177.892
37.8999999999999,9213.395
37.9999999999999,9248.944
38.0999999999999,9284.538
38.1999999999999,9320.178
38.2999999999999,9355.863
38.3999999999999,9391.594
38.4999999999999,9427.371
38.5999999999999,9463.192
38.699999999999896,9499.059
38.7999999999999,9534.971
38.8999999999999,9570.928
38.9999999999999,9606.93
39.099999999999895,9642.977
39.199999999999896,9679.07
39.2999999999999,9715.207
39.3999999999999,9751.389
39.49999999999989,9787.616
39.599999999999895,9823.887
39.699999999999896,9860.204
39.7999999999999,9896.565
39.89999999999989,9932.97
39.99999999999989,9969.42
40.099999999999895,10005.915
40.199999999999896,10042.454
40.29999999999989,10079.037
40.39999999999989,10115.665
40.49999999999989,10152.337
40.599999999999895,10189.053
40.69999999999989,10225.813
40.79999999999989,10262.618
40.89999999999989,10299.466
40.99999999999989,10336.359
41.09999999999989,10373.295
41.19999999999989,10410.276
41.29999999999989,10447.3
41.39999999999989,10484.368
41.499999999999886,10521.48
41.59999999999989,10558.635
41.69999999999989,10595.834
41.79999999999989,10633.077
41.899999999999885,10670.363
41.999999999999886,10707.693
42.09999999999989,10745.066
42.19999999999989,10782.482
42.29999999999989,10819.942
42.399999999999885,10857.445
42.499999999999886,10894.991
42.59999999999989,10932.581
42.69999999999988,10970.214
42.79999999999988,11007.889
42.899999999999885,11045.608
42.999999999999886,11083.37
43.09999999999989,11121.175
43.19999999999988,11159.022
43.29999999999988,11196.913
43.399999999999885,11234.846
43.49999999999988,11272.822
43.59999999999988,11310.841
43.69999999999988,11348.902
43.79999999999988,11387.006
43.899999999999885,11425.152
43.99999999999988,11463.341
44.09999999999988,11501.573
44.19999999999988,11539.847
44.299999999999876,11578.163
44.39999999999988,11616.521
44.49999999999988,11654.922
44.59999999999988,11693.365
44.69999999999988,11731.85
44.799999999999876,11770.378
44.89999999999988,11808.947
44.99999999999988,11847.559
45.09999999999987,11886.212
45.199999999999875,11924.908
45.299999999999876,11963.645
45.39999999999988,12002.424
45.49999999999988,12041.245
45.59999999999987,12080.108
45.699999999999875,12119.012
45.799999999999876,12157.959
45.89999999999987,12196.946
45.99999999999987,12235.976
46.09999999999987,12275.047
46.199999999999875,12314.159
46.299999999999876,12353.313
46.39999999999987,12392.508
46.49999999999987,12431.745
46.59999999999987,12471.023
46.69999999999987,12510.342
46.79999999999987,12549.703
46.89999999999987,12589.104
46.99999999999987,12628.547
47.09999999999987,12668.031
47.19999999999987,12707.556
47.29999999999987,12747.122
47.39999999999987,12786.729
47.499999999999865,12826.377
47.599999999999866,12866.066
47.69999999999987,12905.796
47.79999999999987,12945.567
47.89999999999987,12985.378
47.999999999999865,13025.23
48.099999999999866,13065.123
48.19999999999987,13105.056
48.29999999999986,13145.03
48.399999999999864,13185.045
48.499999999999865,13225.1
48.599999999999866,13265.195
48.69999999999987,13305.332
48.79999999999986,13345.508
48.899999999999864,13385.725
48.999999999999865,13425.982
49.09999999999986,13466.279
49.19999999999986,13506.617
49.29999999999986,13546.995
49.399999999999864,13587.413
49.499999999999865,13627.871
49.59999999999986,13668.369
49.69999999999986,13708.907
49.79999999999986,13749.485
49.89999999999986,13790.103
49.99999999999986,13830.762
50.09999999999986,13871.46
50.19999999999986,13912.197
50.29999999999986,13952.975
50.39999999999986,13993.792
50.49999999999986,14034.649
50.59999999999986,14075.546
50.699999999999854,14116.483
50.799999999999855,14157.459
50.89999999999986,14198.474
50.99999999999986,14239.53
51.09999999999986,14280.624
51.199999999999854,14321.758
51.299999999999855,14362.932
51.39999999999986,14404.145
51.49999999999985,14445.397
51.59999999999985,14486.689
51.699999999999854,14528.02
51.799999999999855,14569.39
51.89999999999986,14610.799
51.99999999999985,14652.248
52.09999999999985,14693.735
52.199999999999854,14735.262
52.29999999999985,14776.827
52.39999999999985,14818.432
52.49999999999985,14860.076
52.59999999999985,14901.759
52.699999999999854,14943.48
52.79999999999985,14985.24
52.89999999999985,15027.04
52.99999999999985,15068.878
53.099999999999845,15110.755
53.19999999999985,15152.67
53.29999999999985,15194.624
53.39999999999985,15236.617
53.49999999999985,15278.649
53.599999999999845,15320.719
53.69999999999985,15362.827
53.79999999999985,15404.974
53.89999999999984,15447.16
53.999999999999844,15489.384
54.099999999999845,15531.646
54.19999999999985,15573.947
54.29999999999985,15616.286
54.39999999999984,15658.664
54.499999999999844,15701.079
54.599999999999845,15743.533
54.69999999999984,15786.025
54.79999999999984,15828.556
54.89999999999984,15871.124
54.999999999999844,15913.731
55.099999999999845,15956.375
55.19999999999984,15999.058
55.29999999999984,16041.778
55.39999999999984,16084.537
55.49999999999984,16127.333
55.59999999999984,16170.168
55.69999999999984,16213.04
55.79999999999984,16255.95
55.89999999999984,16298.898
55.99999999999984,16341.883
56.09999999999984,16384.907
56.19999999999984,16427.968
56.299999999999834,16471.066
56.399999999999835,16514.203
56.49999999999984,16557.376
56.59999999999984,16600.588
56.69999999999984,16643.837
56.799999999999834,16687.123
56.899999999999835,16730.447
56.99999999999984,16773.809
57.09999999999983,16817.207
57.19999999999983,16860.643
57.299999999999834,16904.117
57.399999999999835,16947.628
57.49999999999984,16991.176
57.59999999999983,17034.761
57.69999999999983,17078.383
57.799999999999834,17122.043
57.89999999999983,17165.74
57.99999999999983,17209.474
58.09999999999983,17253.245
58.19999999999983,17297.053
58.299999999999834,17340.898
58.39999999999983,17384.78
58.49999999999983,17428.699
58.59999999999983,17472.655
58.699999999999825,17516.647
58.79999999999983,17560.677
58.89999999999983,17604.743
58.99999999999983,17648.847
59.09999999999983,17692.987
59.199999999999825,17737.164
59.29999999999983,17781.377
59.39999999999983,17825.627
59.49999999999982,17869.914
59.599999999999824,17914.238
59.699999999999825,17958.598
59.79999999999983,18002.994
59.89999999999983,18047.427
59.99999999999982,18091.897
60.099999999999824,18136.403
60.199999999999825,18180.945
60.29999999999982,18225.524
60.39999999999982,18270.14
60.49999999999982,18314.791
60.599999999999824,18359.479
60.699999999999825,18404.204
60.79999999999982,18448.964
60.89999999999982,18493.761
60.99999999999982,18538.594
61.09999999999982,18583.463
61.19999999999982,18628.368
61.29999999999982,18673.309
61.39999999999982,18718.287
61.49999999999982,18763.3
61.59999999999982,18808.35
61.69999999999982,18853.435
61.79999999999982,18898.557
61.899999999999814,18943.714
61.999999999999815,18988.908
62.09999999999982,19034.137
62.19999999999982,19079.402
62.29999999999982,19124.703
62.399999999999814,19170.04
62.499999999999815,19215.412
62.59999999999982,19260.82
62.69999999999981,19306.264
62.79999999999981,19351.744
62.899999999999814,19397.259
62.999999999999815,19442.81
63.09999999999982,19488.397
63.19999999999981,19534.019
63.29999999999981,19579.676
63.399999999999814,19625.369
63.49999999999981,19671.098
63.59999999999981,19716.862
63.69999999999981,19762.662
63.79999999999981,19808.497
63.899999999999814,19854.367
63.99999999999981,19900.273
64.09999999999981,19946.214
64.1999999999998,19992.19
64.2999999999998,20038.201
64.3999999999998,20084.248
64.4999999999998,20130.33
64.59999999999981,20176.448
64.6999999999998,20222.6
64.7999999999998,20268.787
64.8999999999998,20315.01
64.9999999999998,20361.268
65.0999999999998,20407.561
65.1999999999998,20453.888
65.2999999999998,20500.251
65.3999999999998,20546.649
65.4999999999998,20593.082
65.5999999999998,20639.549
65.6999999999998,20686.052
65.7999999999998,20732.589
65.89999999999979,20779.162
65.9999999999998,20825.769
66.0999999999998,20872.411
66.1999999999998,20919.087
66.2999999999998,20965.799
66.39999999999979,21012.545
66.4999999999998,21059.326
66.5999999999998,21106.141
66.69999999999979,21152.992
66.7999999999998,21199.876
66.89999999999979,21246.796
66.9999999999998,21293.75
67.0999999999998,21340.738
67.19999999999979,21387.761
67.2999999999998,21434.818
67.39999999999979,21481.91
67.49999999999979,21529.037
67.5999999999998,21576.197
67.69999999999979,21623.393
67.7999999999998,21670.622
67.89999999999979,21717.886
67.99999999999979,21765.184
68.0999999999998,21812.516
68.19999999999979,21859.883
68.29999999999978,21907.284
68.39999999999979,21954.719
68.49999999999979,22002.189
68.5999999999998,22049.692
68.69999999999979,22097.23
68.79999999999978,22144.802
68.89999999999979,22192.407
68.99999999999979,22240.047
69.09999999999978,22287.721
69.19999999999979,22335.429
69.29999999999978,22383.171
69.39999999999979,22430.947
69.49999999999979,22478.757
69.59999999999978,22526.601
69.69999999999979,22574.479
69.79999999999978,22622.39
69.89999999999978,22670.336
69.99999999999979,22718.315
70.09999999999978,22766.328
70.19999999999979,22814.375
70.29999999999978,22862.455
70.39999999999978,22910.57
70.49999999999979,22958.718
